Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
3155497	Plus	59	69	54	47	53	43	53	62	51	59	69	54	0.847	0.87	0.852	0.70212766	0.735849057	0.837209302	0.9811	0.9677	1	1	1	1
3155498	Minus	67	70	67	47	53	52	63	64	65	67	70	67	0.896	0.943	0.97	0.957446809	0.943396226	0.961538462	0.9841	1	1	1	1	1
3155698	Plus	59	68	55	47	49	43	55	64	52	59	68	55	1	0.971	0.982	0.744680851	0.755102041	0.581395349	1	0.9844	1	1	0.8333	0.95
3155699	Minus	66	69	64	50	52	49	63	67	60	66	69	64	0.879	0.928	0.906	0.7	0.692307692	0.653061224	0.9365	0.9701	0.9833	0.9474	0.7273	0.9412
3155808	Plus	58	68	54	37	47	40	57	63	50	58	68	54	0.759	0.662	0.778	0.648648649	0.680851064	0.7	1	0.9841	1	0.9583	1	0.9565
3155809	Minus	66	70	65	59	52	54	59	62	59	66	70	65	0.848	0.829	0.877	0.830508475	0.923076923	0.87037037	0.9661	0.8871	0.9831	1	0.9583	0.96
3155881	Plus	60	66	57	41	45	43	56	63	50	60	66	57	0.85	0.909	0.86	0.658536585	0.622222222	0.813953488	0.9643	0.9524	0.98	0.9778	0.9655	1
3155882	Minus	67	70	63	55	56	47	63	63	62	67	70	63	0.881	0.771	0.873	0.890909091	0.857142857	0.85106383	0.9841	0.9841	0.9839	0.9697	0.9737	1
3156193	Plus	57	70	61	38	52	52	53	66	55	57	70	61	0.789	0.729	0.754	0.842105263	0.846153846	0.711538462	1	1	1	0.9565	0.9333	0.92
3156194	Minus	66	72	63	45	49	47	58	69	60	66	72	63	0.803	0.792	0.857	0.4	0.469387755	0.489361702	0.9655	0.9855	0.9833	0.9167	0.9048	0.963
3156992	Plus	61	62	60	36	40	45	57	58	56	61	62	60	0.885	0.887	0.95	0.972222222	0.925	1	0.9474	0.9483	0.9464	1	1	1
3156993	Minus	69	80	57	53	55	47	62	68	56	69	80	57	0.739	0.762	0.86	0.660377358	0.690909091	0.638297872	0.9194	0.9412	0.9821	0.9444	0.92	0.9474
3157046	Plus	60	63	60	42	44	38	59	60	59	60	63	60	0.95	0.968	0.967	0.952380952	0.977272727	0.973684211	0.9831	0.9833	0.9492	1	1	1
3157047	Minus	68	79	58	55	58	47	66	71	56	68	79	58	0.559	0.481	0.534	0.781818182	0.689655172	0.765957447	0.9697	0.9859	0.9643	0.8696	0.9286	1
3157103	Plus	62	62	60	48	42	43	57	59	59	62	62	60	0.855	0.871	0.9	0.979166667	0.976190476	0.953488372	1	0.9322	0.9831	1	1	0.9762
3157104	Minus	68	77	59	48	51	46	65	73	56	68	77	59	0.691	0.831	0.881	0.666666667	0.823529412	0.630434783	0.9692	0.9863	0.9643	0.9583	0.95	0.9412
3157215	Plus	61	60	59	43	48	45	60	59	59	61	60	59	0.967	0.95	0.983	0.930232558	0.895833333	0.911111111	0.9667	0.9831	1	0.9167	1	1
3157216	Minus	69	76	59	54	59	51	61	74	56	69	76	59	0.928	0.921	0.932	0.851851852	0.728813559	0.823529412	0.918	0.973	1	0.8	1	1
3157233	Plus	61	59	59	40	40	48	60	60	58	61	59	59	0.836	0.797	0.881	0.8	0.85	0.8125	0.9667	0.9833	1	1	1	1
3157234	Minus	69	76	59	56	57	47	64	74	58	69	76	59	0.841	0.776	0.797	0.982142857	0.964912281	0.893617021	0.9531	0.973	0.9483	1	1	0.9394
3157307	Plus	61	60	58	34	39	42	58	58	57	61	60	58	0.82	0.9	0.862	0.823529412	0.820512821	0.738095238	0.9828	0.9655	0.9649	1	0.9688	1
3157308	Minus	68	77	58	51	60	51	62	72	57	68	77	58	0.897	0.831	0.914	0.941176471	0.9	0.823529412	0.9516	0.9861	0.9649	0.9189	0.9756	1
3157404	Plus	60	62	58	48	51	50	56	56	59	60	62	58	0.917	0.903	0.914	0.8125	0.843137255	0.86	1	1	1	1	1	1
3157405	Minus	69	77	60	56	52	51	67	73	54	69	77	60	0.913	0.922	0.883	0.767857143	0.846153846	0.803921569	0.9552	0.9863	0.9815	1	1	1
3157428	Plus	60	62	59	46	46	45	59	61	56	60	62	59	0.7	0.742	0.746	0.804347826	0.891304348	0.844444444	0.9661	0.9836	1	1	1	0.9556
3157429	Minus	69	77	58	60	56	51	65	75	52	69	77	58	0.493	0.455	0.586	0.866666667	0.928571429	0.843137255	0.9846	0.96	1	0.975	1	0.9688
3157888	Plus	61	59	64	35	36	37	57	56	60	61	59	64	0.82	0.763	0.75	0.771428571	0.666666667	0.675675676	1	0.9643	0.95	1	1	1
3157889	Minus	67	78	48	51	54	37	66	73	44	67	78	48	0.881	0.795	0.896	0.745098039	0.796296296	0.783783784	1	0.9315	1	0.9375	0.8519	0.9444
3157918	Plus	61	59	63	42	36	50	57	57	61	61	59	63	0.885	0.881	0.905	0.785714286	0.805555556	0.94	0.9649	0.9825	0.9836	0.9524	0.9333	1
3157919	Minus	67	78	49	53	55	36	65	70	43	67	78	49	0.716	0.859	0.776	0.735849057	0.872727273	0.944444444	0.9385	0.9571	0.9767	0.9667	0.9767	0.96
3157960	Plus	60	59	62	46	38	41	55	57	60	60	59	62	0.95	0.949	0.919	0.782608696	0.868421053	0.87804878	1	0.9649	0.9833	1	1	1
3157961	Minus	67	78	49	52	63	42	66	74	47	67	78	49	0.896	0.936	0.939	0.903846154	0.841269841	0.976190476	0.9848	0.973	1	0.9655	1	1
3158337	Plus	60	57	57	36	34	39	53	52	50	60	57	57	0.9	0.877	0.912	0.583333333	0.764705882	0.769230769	0.9434	0.9231	0.96	1	1	1
3158338	Minus	67	78	46	58	54	37	64	74	44	67	78	46	0.851	0.731	0.848	0.948275862	0.944444444	1	0.9844	0.9054	0.9318	1	0.9545	1
3159203	Plus	58	56	59	40	44	51	54	55	57	58	56	59	0.931	0.982	0.983	0.725	0.681818182	0.725490196	1	1	1	1	1	0.9444
3159204	Minus	62	75	52	51	56	43	59	70	50	62	75	52	0.968	0.947	0.981	0.843137255	0.803571429	0.76744186	0.9661	0.9571	1	1	0.9773	0.9677
3159456	Plus	56	55	60	36	39	46	52	54	57	56	55	60	0.893	0.891	0.917	1	1	0.97826087	0.9808	0.9259	0.9474	1	1	1
3159457	Minus	60	77	49	48	55	38	53	69	45	60	77	49	0.6	0.545	0.531	0.645833333	0.690909091	0.736842105	0.9057	0.942	0.9778	1	1	1
3159635	Plus	55	51	61	38	38	52	50	46	58	55	51	61	0.691	0.824	0.803	0.842105263	0.842105263	0.884615385	0.96	1	1	0.7778	1	0.95
3159636	Minus	62	79	48	49	61	35	53	76	43	62	79	48	0.79	0.785	0.75	0.836734694	0.770491803	0.885714286	0.9434	0.9079	0.9767	1	0.9459	1
3159678	Plus	54	53	62	36	32	49	52	49	61	54	53	62	0.852	0.906	0.919	0.833333333	0.8125	0.816326531	0.9231	0.9796	0.9672	0.9667	0.9444	1
3159679	Minus	61	80	47	46	63	39	56	75	42	61	80	47	0.639	0.675	0.532	0.739130435	0.873015873	0.769230769	0.9643	0.9867	1	1	1	0.9667
3159698	Plus	54	52	61	47	41	56	51	48	60	54	52	61	0.981	0.962	0.967	0.617021277	0.463414634	0.696428571	0.9412	0.9792	0.9833	1	0.95	1
3159699	Minus	61	80	47	48	65	36	58	77	44	61	80	47	0.623	0.7	0.723	0.458333333	0.707692308	0.555555556	0.931	1	0.9545	1	1	1
3159723	Plus	54	52	61	35	35	47	52	48	61	54	52	61	0.852	0.885	0.885	0.942857143	0.771428571	0.808510638	0.9808	1	1	1	1	1
3159724	Minus	61	80	47	55	56	33	59	75	45	61	80	47	0.77	0.75	0.83	0.927272727	0.928571429	0.96969697	0.9661	0.9467	0.9778	1	1	1
3159854	Plus	55	55	60	39	41	53	50	51	57	55	55	60	0.964	0.982	1	0.974358974	1	0.962264151	1	1	0.9825	1	0.95	1
3159855	Minus	61	81	49	32	46	25	54	76	47	61	81	49	0.787	0.815	0.796	0.90625	0.869565217	0.88	0.9444	0.9342	0.8936	1	0.973	1
3159894	Plus	54	55	60	38	38	39	50	54	56	54	55	60	0.667	0.727	0.567	0.842105263	0.789473684	0.743589744	0.98	0.9815	0.9821	1	1	0.95
3159895	Minus	62	81	49	46	67	40	54	79	48	62	81	49	0.887	0.914	0.837	0.586956522	0.746268657	0.825	1	0.9873	0.9792	0.9667	1	1
3159903	Plus	54	55	60	32	24	40	51	55	55	54	55	60	0.926	0.873	0.833	0.90625	0.708333333	0.725	0.9412	0.9273	0.9455	1	0.92	1
3159904	Minus	63	81	49	57	65	41	54	78	48	63	81	49	0.905	0.852	0.918	0.894736842	0.876923077	0.853658537	1	1	1	0.9744	1	0.9688
3159915	Plus	54	55	59	38	39	50	49	53	57	54	55	59	0.926	0.927	0.881	0.710526316	0.58974359	0.6	0.9796	1	1	1	1	1
3159916	Minus	63	81	49	54	62	39	56	79	45	63	81	49	0.81	0.753	0.694	0.814814815	0.725806452	0.666666667	1	0.9367	0.9333	1	0.9444	1
3160020	Plus	52	57	58	41	40	48	50	53	56	52	57	58	0.865	0.895	0.897	0.853658537	0.85	0.666666667	0.94	0.9811	0.9821	0.9524	0.9375	0.913
3160021	Minus	63	81	49	53	63	39	60	78	44	63	81	49	0.825	0.778	0.857	0.773584906	0.746031746	0.743589744	0.95	1	0.9773	1	1	1
3160137	Plus	51	57	56	43	41	44	47	55	56	51	57	56	0.961	0.982	0.982	0.651162791	0.707317073	0.795454545	0.9362	0.9636	0.9464	1	1	0.9655
3160138	Minus	63	81	48	53	63	37	55	74	45	63	81	48	0.952	0.827	0.854	0.754716981	0.746031746	0.783783784	0.9818	0.973	0.9111	1	0.9545	1
3160674	Plus	54	52	59	46	35	48	55	47	59	54	52	59	0.778	0.635	0.831	0.869565217	0.685714286	0.666666667	0.9818	0.9574	0.9492	0.975	1	1
3160675	Minus	62	77	51	46	52	35	55	71	50	62	77	51	0.742	0.701	0.647	0.913043478	0.846153846	0.857142857	0.9818	0.9859	1	1	1	1
3160733	Plus	54	51	60	27	25	38	53	49	59	54	51	60	0.944	0.961	0.883	0.814814815	0.92	0.815789474	0.9811	0.9388	0.9661	1	0.9714	0.9756
3160734	Minus	59	79	53	44	48	33	55	67	50	59	79	53	0.949	0.911	0.868	0.954545455	0.9375	0.909090909	0.9636	0.9552	0.96	1	0.9762	1
3160793	Plus	54	51	60	41	37	54	51	48	59	54	51	60	0.944	0.961	1	0.87804878	0.675675676	0.759259259	1	0.9792	1	0.9545	1	1
3160794	Minus	60	76	54	48	56	42	55	72	49	60	76	54	0.867	0.776	0.852	0.875	0.875	0.952380952	0.9455	0.9167	0.9388	1	0.9643	1
3160812	Plus	52	51	60	40	28	46	51	49	59	52	51	60	0.923	0.941	0.917	0.825	0.821428571	0.782608696	1	1	0.9492	1	1	0.9048
3160813	Minus	60	76	53	45	60	37	55	73	52	60	76	53	0.817	0.908	0.811	0.911111111	0.9	0.891891892	0.9818	0.9863	1	1	1	1
3160911	Plus	50	50	58	37	34	42	51	49	56	50	50	58	0.88	0.9	0.931	0.918918919	0.941176471	0.857142857	0.9804	1	0.9643	1	1	1
3160912	Minus	59	75	54	43	59	39	56	74	54	59	75	54	0.763	0.96	0.852	0.88372093	0.966101695	0.897435897	0.9821	0.973	0.9815	1	1	0.9756
3160976	Plus	49	52	58	44	42	49	50	49	58	49	52	58	0.939	0.923	1	0.613636364	0.761904762	0.612244898	0.98	0.9796	1	1	1	0.9583
3160977	Minus	57	75	55	42	55	43	53	73	52	57	75	55	1	0.987	0.982	0.714285714	0.854545455	0.813953488	0.9623	0.9726	0.9808	1	1	0.9697
3161033	Plus	49	53	60	38	34	51	51	48	60	49	53	60	0.327	0.226	0.217	0.552631579	0.529411765	0.647058824	0.9804	1	0.9833	1	0.9375	1
3161034	Minus	56	75	57	45	59	40	52	72	54	56	75	57	0.911	0.853	0.895	0.844444444	0.813559322	0.85	1	0.9722	0.963	0.9091	0.9565	1
3161117	Plus	49	52	62	20	24	33	48	50	59	49	52	62	0.673	0.712	0.79	0.9	1	0.939393939	0.9167	0.92	0.9492	0.9697	1	1
3161118	Minus	56	76	60	41	59	46	51	69	53	56	76	60	0.964	0.895	0.9	0.756097561	0.796610169	0.760869565	0.9804	0.913	0.9811	0.9286	0.8421	1
3161127	Plus	49	52	62	43	41	55	49	51	61	49	52	62	0.959	0.981	0.935	0.813953488	0.756097561	0.745454545	1	0.9608	0.9836	1	1	1
3161128	Minus	56	77	60	43	59	43	53	70	54	56	77	60	0.821	0.818	0.867	0.906976744	0.93220339	0.813953488	0.9623	0.9571	0.9444	1	1	1
3161456	Plus	45	56	65	39	48	60	43	52	66	45	56	65	0.8	0.75	0.785	0.717948718	0.625	0.666666667	0.9767	1	0.9697	1	0.8824	0.9333
3161457	Minus	56	80	53	45	61	43	54	78	53	56	80	53	0.964	0.825	0.849	0.888888889	0.901639344	0.76744186	0.9444	0.9231	0.9811	0.9429	0.9583	1
3161761	Plus	41	54	63	37	37	47	43	53	64	41	54	63	0.902	0.852	0.841	0.756756757	0.756756757	0.872340426	0.9535	0.9623	0.9688	0.9444	1	0.9333
3161762	Minus	58	79	54	36	54	31	53	73	49	58	79	54	0.81	0.797	0.741	0.472222222	0.5	0.419354839	0.9811	0.9452	0.898	1	1	1
3161792	Plus	41	55	63	35	40	44	43	53	59	41	55	63	0.927	0.891	0.857	0.542857143	0.55	0.522727273	1	0.9811	1	1	0.9583	0.9333
3161793	Minus	57	79	54	33	57	33	54	75	49	57	79	54	0.754	0.81	0.833	1	0.947368421	0.909090909	0.963	0.9467	0.9592	1	1	0.963
3161896	Plus	41	57	60	33	40	50	38	54	58	41	57	60	0.878	0.912	0.983	0.696969697	0.8	0.82	0.9474	0.963	1	1	1	1
3161897	Minus	55	78	51	40	61	39	54	75	48	55	78	51	0.927	0.91	0.922	0.75	0.786885246	0.871794872	0.9815	0.9733	0.9792	1	0.9583	0.9474
3162846	Plus	41	59	59	34	45	50	41	54	55	41	59	59	0.732	0.797	0.78	0.647058824	0.6	0.74	0.9512	0.9444	0.9818	1	0.9412	0.9615
3162847	Minus	60	81	50	46	63	38	57	71	45	60	81	50	0.65	0.531	0.6	0.934782609	0.952380952	0.815789474	0.9123	0.9577	0.9778	1	1	1
3163135	Plus	42	59	63	34	43	55	42	57	64	42	59	63	0.857	0.949	0.921	0.794117647	0.860465116	0.890909091	0.9524	1	0.9375	1	1	0.9375
3163136	Minus	62	80	52	47	56	42	59	80	50	62	80	52	0.968	0.975	0.981	0.872340426	0.785714286	0.785714286	0.9661	1	0.98	1	1	0.875
3163180	Plus	42	60	65	35	40	53	43	58	64	42	60	65	0.905	0.867	0.969	0.914285714	0.85	0.830188679	0.9767	0.9828	0.9844	0.9643	0.9333	0.9744
3163181	Minus	63	80	52	45	60	40	56	75	48	63	80	52	0.667	0.75	0.75	0.711111111	0.716666667	0.8	0.9821	0.9733	1	0.95	1	0.9333
3163758	Plus	53	64	70	33	34	45	45	59	67	53	64	70	0.717	0.688	0.571	0.939393939	0.941176471	0.888888889	0.9778	0.9492	0.9552	1	1	0.9821
3163759	Minus	67	72	61	44	49	37	62	70	57	67	72	61	0.836	0.778	0.869	0.863636364	1	0.864864865	1	0.9571	1	0.9773	1	1
3163769	Plus	53	64	70	31	42	49	47	62	68	53	64	70	0.962	0.953	0.971	0.838709677	0.952380952	0.93877551	1	0.9194	0.9412	1	1	1
3163770	Minus	67	73	62	44	50	42	63	70	57	67	73	62	1	0.973	0.984	0.795454545	0.88	0.761904762	1	1	0.9825	1	1	1
3163997	Plus	51	66	70	43	53	57	51	60	67	51	66	70	0.902	0.955	0.929	0.813953488	0.773584906	0.789473684	0.902	0.9167	0.9701	0.9565	0.95	0.9583
3163998	Minus	68	73	61	47	51	46	64	71	59	68	73	61	0.75	0.74	0.672	0.829787234	0.725490196	0.739130435	0.9688	0.9577	0.9661	1	0.9756	1
3164109	Plus	55	65	72	42	45	50	52	63	72	55	65	72	0.145	0.062	0.069	0.428571429	0.622222222	0.42	0.9423	0.9365	0.9583	1	0.95	0.9118
3164110	Minus	68	72	61	37	40	40	65	68	59	68	72	61	1	0.986	0.984	0.675675676	0.75	0.775	1	0.9853	0.9831	1	1	1
3164144	Plus	56	67	71	45	53	58	51	61	67	56	67	71	0.875	0.866	0.775	0.866666667	0.830188679	0.879310345	0.9804	1	0.9552	0.9722	0.975	1
3164145	Minus	68	72	60	39	42	40	66	70	60	68	72	60	0.956	0.944	0.933	0.846153846	0.976190476	0.825	0.9697	1	0.9833	1	1	1
3164201	Plus	54	68	71	39	56	55	54	65	69	54	68	71	0.981	0.956	0.986	0.538461538	0.517857143	0.527272727	0.963	0.9692	0.971	1	1	1
3164202	Minus	68	71	61	52	55	50	67	69	59	68	71	61	0.956	0.958	0.967	0.884615385	0.963636364	0.92	0.9701	1	0.9831	0.8621	0.9756	1
3164549	Plus	50	70	69	38	54	52	49	68	68	50	70	69	0.92	0.971	0.957	0.5	0.574074074	0.653846154	0.9388	0.9706	0.9559	1	1	0.963
3164550	Minus	64	67	59	36	41	38	59	66	55	64	67	59	0.875	0.896	0.915	0.916666667	0.87804878	0.868421053	0.9831	0.9697	1	1	1	1
3164724	Plus	49	70	71	34	50	60	50	66	71	49	70	71	0.857	0.829	0.831	0.911764706	0.82	0.783333333	1	0.9394	1	1	1	0.9773
3164725	Minus	63	69	55	43	41	37	61	67	53	63	69	55	0.905	0.942	0.964	0.88372093	0.926829268	0.891891892	0.9836	0.9403	0.9811	1	1	0.9756
3164799	Plus	50	69	70	41	54	59	50	66	72	50	69	70	0.78	0.609	0.586	0.780487805	0.685185185	0.762711864	0.96	0.9697	0.9861	1	0.9706	1
3164800	Minus	63	69	52	47	50	43	62	62	52	63	69	52	0.746	0.681	0.769	0.936170213	0.96	0.906976744	1	0.9516	1	1	1	0.9688
3164979	Plus	52	71	72	34	40	52	51	67	70	52	71	72	0.942	0.93	0.917	0.911764706	0.9	0.865384615	0.8824	0.9851	0.9714	1	1	1
3164980	Minus	66	67	51	48	48	42	60	63	44	66	67	51	0.591	0.522	0.706	0.770833333	0.6875	0.69047619	0.9667	1	0.9773	1	1	0.9286
3165014	Plus	52	72	74	49	62	62	48	69	70	52	72	74	0.846	0.847	0.892	0.959183673	0.870967742	0.903225806	0.9583	0.9855	0.9571	0.9655	1	1
3165015	Minus	66	65	51	47	49	44	62	64	45	66	65	51	0.894	0.923	0.882	0.85106383	0.918367347	0.863636364	0.9516	0.9844	0.9778	0.9545	1	1
3165047	Plus	51	72	75	46	55	51	50	68	71	51	72	75	0.569	0.778	0.707	0.891304348	0.909090909	0.843137255	1	0.9853	0.9718	1	1	1
3165048	Minus	66	66	51	41	46	39	61	64	47	66	66	51	0.955	0.924	0.98	0.951219512	0.891304348	0.871794872	1	1	1	1	1	0.963
3165122	Plus	48	73	75	41	58	64	50	72	72	48	73	75	0.812	0.836	0.853	0.926829268	0.948275862	0.90625	1	1	0.9861	1	0.9778	1
3165123	Minus	64	66	49	40	40	35	62	65	48	64	66	49	0.938	0.879	0.98	0.575	0.675	0.714285714	0.9839	0.9846	1	1	0.7895	0.9333
3165291	Plus	49	74	72	39	51	47	48	69	68	49	74	72	0.98	0.959	0.986	0.717948718	0.862745098	0.765957447	0.9583	1	0.9853	0.9231	0.8696	0.8824
3165292	Minus	65	68	48	45	47	40	59	65	46	65	68	48	0.892	0.941	0.896	0.8	0.893617021	0.95	0.9661	0.9846	1	0.9487	1	1
3165362	Plus	49	73	70	45	64	63	49	70	71	49	73	70	0.918	0.945	0.943	0.888888889	0.8125	0.857142857	0.9796	0.9857	1	1	1	1
3165363	Minus	62	68	48	43	51	40	59	65	45	62	68	48	0.968	0.926	0.938	0.930232558	0.921568627	0.95	0.9492	1	0.9556	1	0.95	1
3165641	Plus	48	70	71	39	46	58	49	68	70	48	70	71	0.979	0.986	0.958	0.923076923	0.847826087	0.862068966	0.9796	1	0.9429	0.9583	0.9744	1
3165642	Minus	61	69	48	17	21	19	57	61	45	61	69	48	0.984	0.942	0.979	1	1	0.947368421	0.9474	0.9508	0.9111	1	1	1
3165897	Plus	48	71	74	43	54	61	46	68	74	48	71	74	0.875	0.803	0.851	0.720930233	0.814814815	0.770491803	1	0.9706	0.9054	1	1	1
3165898	Minus	64	65	42	42	44	34	59	64	41	64	65	42	0.938	0.877	0.833	0.714285714	0.863636364	0.794117647	0.9492	0.9688	0.9756	0.9333	1	0.9231
3166063	Plus	48	72	73	42	61	64	49	68	72	48	72	73	0.75	0.861	0.863	0.952380952	0.967213115	0.984375	0.9796	1	0.9722	1	1	1
3166064	Minus	65	65	47	34	36	21	62	62	42	65	65	47	0.492	0.492	0.66	0.941176471	0.805555556	0.761904762	1	0.9516	0.9762	1	1	0.963
3166250	Plus	50	79	73	45	53	62	50	73	71	50	79	73	0.78	0.759	0.877	0.733333333	0.716981132	0.774193548	0.96	0.9041	1	1	1	0.9773
3166251	Minus	65	63	42	42	44	29	61	62	42	65	63	42	0.831	0.889	0.881	0.880952381	0.840909091	0.896551724	0.9836	0.9677	1	1	1	1
3166298	Plus	51	79	74	35	49	59	47	78	71	51	79	74	0.804	0.835	0.811	0.6	0.489795918	0.627118644	1	0.9872	0.9859	1	1	1
3166299	Minus	64	63	43	50	51	35	57	61	40	64	63	43	0.875	0.857	0.744	0.84	0.901960784	0.857142857	0.9825	0.9672	0.925	0.9667	0.9722	1
3166558	Plus	50	80	77	46	60	67	47	77	69	50	80	77	0.94	0.95	1	0.804347826	0.816666667	0.791044776	1	0.9481	0.9565	1	0.9808	0.9773
3166559	Minus	64	68	42	41	49	33	61	66	40	64	68	42	0.859	0.868	0.881	0.87804878	0.897959184	0.909090909	0.9672	0.9394	0.975	1	1	1
3166768	Plus	48	79	79	40	58	67	49	79	75	48	79	79	0.958	0.987	0.975	0.8	0.75862069	0.776119403	0.9184	0.9873	0.9733	1	1	1
3166769	Minus	64	69	44	46	46	33	58	70	43	64	69	44	0.984	0.928	0.977	0.652173913	0.782608696	0.606060606	0.9828	0.9857	1	0.9167	0.8571	1
3166930	Plus	48	81	79	29	54	61	50	80	75	48	81	79	0.875	0.778	0.835	0.931034483	0.833333333	0.950819672	0.98	0.9375	0.9733	0.9643	0.9804	0.9828
3166931	Minus	58	71	44	35	43	25	57	62	42	58	71	44	0.259	0.423	0.341	0.971428571	0.860465116	0.8	0.9474	0.9194	0.9524	1	1	0.9565
3167074	Plus	50	81	80	43	68	71	45	78	77	50	81	80	0.74	0.704	0.8	0.697674419	0.691176471	0.830985915	0.9778	0.9744	0.961	1	1	1
3167075	Minus	60	67	46	42	52	34	59	67	42	60	67	46	0.867	0.91	0.957	0.761904762	0.788461538	0.794117647	0.9661	0.9552	0.9524	1	1	1
3167233	Plus	49	82	77	37	57	63	50	79	75	49	82	77	0.939	0.976	0.961	0.945945946	0.929824561	0.952380952	0.96	0.962	0.96	1	0.9778	0.9444
3167234	Minus	60	68	45	45	54	38	57	66	45	60	68	45	0.933	0.868	0.933	0.511111111	0.685185185	0.710526316	1	0.9545	0.9778	1	1	0.9655
3167533	Plus	48	80	74	43	60	63	46	75	71	48	80	74	0.583	0.725	0.716	0.790697674	0.816666667	0.761904762	0.9783	0.9733	1	1	0.9545	0.9474
3167534	Minus	56	69	49	39	52	40	56	63	44	56	69	49	0.804	0.855	0.755	0.692307692	0.711538462	0.7	0.875	0.9683	0.9545	1	1	0.8571
3168270	Plus	56	79	72	44	47	53	51	69	69	56	79	72	0.875	0.861	0.903	0.840909091	0.680851064	0.886792453	0.9804	0.9565	0.9565	1	1	1
3168271	Minus	57	65	52	39	50	42	52	60	47	57	65	52	0.807	0.769	0.885	0.58974359	0.52	0.428571429	0.9423	0.9333	0.9362	1	1	1
3168356	Plus	55	80	73	47	64	62	45	67	55	55	80	73	0.709	0.738	0.712	0.617021277	0.546875	0.741935484	0.8889	0.9104	0.8545	1	1	1
3168357	Minus	55	63	52	42	44	32	49	59	46	55	63	52	0.891	0.889	0.885	0.642857143	0.659090909	0.6875	0.9796	0.8305	0.913	1	1	0.8571
3169303	Plus	57	76	71	44	49	58	58	71	68	57	76	71	0.93	0.908	0.93	0.681818182	0.693877551	0.655172414	0.9828	0.9859	0.9706	0.9545	0.9259	0.9032
3169304	Minus	57	64	57	43	49	48	52	56	53	57	64	57	0.667	0.641	0.754	0.837209302	0.87755102	0.8125	0.9231	0.9821	0.9623	1	0.9375	1
3169455	Plus	56	74	70	50	53	53	56	73	66	56	74	70	1	0.932	0.929	0.86	0.867924528	0.811320755	1	0.9863	0.9545	1	0.9792	0.9787
3169456	Minus	57	60	51	34	35	30	55	58	49	57	60	51	0.754	0.567	0.647	0.705882353	0.742857143	0.766666667	0.9636	0.9483	0.9592	1	1	1
3169972	Plus	51	75	72	42	44	45	53	74	72	51	75	72	0.922	0.92	0.889	0.928571429	1	0.977777778	0.9811	0.9865	1	1	1	1
3169973	Minus	53	64	50	31	42	38	48	61	47	53	64	50	0.981	0.938	0.96	0.870967742	0.833333333	0.868421053	1	0.9508	0.9574	0.9677	1	1
3170056	Plus	52	76	73	35	55	57	54	73	70	52	76	73	0.635	0.684	0.658	0.628571429	0.690909091	0.631578947	0.9259	0.9863	0.9857	1	1	1
3170057	Minus	52	66	52	23	31	33	48	63	50	52	66	52	0.596	0.485	0.481	0.913043478	0.935483871	0.909090909	0.9375	0.9048	0.94	0.9722	0.9778	1
3170659	Plus	50	79	76	36	52	49	50	75	74	50	79	76	0.86	0.81	0.855	0.888888889	0.923076923	0.897959184	0.98	0.9867	0.9595	1	1	0.9808
3170660	Minus	56	63	55	40	47	46	53	59	55	56	63	55	0.875	0.968	0.945	0.925	0.829787234	0.847826087	0.9623	0.9831	0.9818	0.9333	1	0.931
3170683	Plus	50	79	76	39	61	54	51	76	75	50	79	76	0.92	0.962	0.947	0.897435897	0.885245902	0.888888889	0.9804	0.9474	1	1	0.9737	1
3170684	Minus	56	61	55	38	49	37	53	61	54	56	61	55	0.946	0.967	0.982	0.578947368	0.612244898	0.702702703	0.9811	1	1	0.8519	1	0.9394
3170863	Plus	52	80	77	41	53	56	52	78	73	52	80	77	0.577	0.55	0.545	0.87804878	0.811320755	0.875	0.9615	0.9744	0.9589	0.9688	0.8913	0.9778
3170864	Minus	53	60	56	37	46	45	48	61	56	53	60	56	0.717	0.817	0.768	0.648648649	0.760869565	0.666666667	0.9583	0.9836	1	0.9714	1	1
3170976	Plus	52	77	77	42	54	63	55	75	72	52	77	77	0.404	0.377	0.468	0.666666667	0.537037037	0.603174603	1	0.9467	0.9861	1	0.95	0.9444
3170977	Minus	50	59	59	31	43	43	46	60	52	50	59	59	0.94	0.915	0.881	0.935483871	0.813953488	0.790697674	0.9783	0.9833	1	0.9688	0.973	1
3171286	Plus	50	75	77	37	43	47	49	71	75	50	75	77	0.92	0.96	0.922	0.891891892	1	0.978723404	0.9592	0.9577	0.9733	1	1	1
3171287	Minus	49	60	59	30	47	46	44	56	57	49	60	59	0.939	0.967	0.932	0.766666667	0.85106383	0.782608696	0.9773	0.9643	0.9649	0.9333	1	0.9545
3171330	Plus	50	73	76	34	53	59	49	69	77	50	73	76	0.98	0.945	0.961	0.764705882	0.924528302	0.915254237	0.9796	0.971	0.974	0.9565	0.9167	0.9688
